,Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
1343,LOGZ,rs1002,-0.37144,-0.41758999999999996,0.11642999999999999,-0.50989,0.20873000000000003,Y,Y,N,N,0.0,1e-05,N,N,3,141
1344,LOGQ,rs1003,7.3947,7.29387,7.74758,7.149839999999999,8.01404,Y,Y,N,N,0.00018,1e-05,N,N,1,58
1345,LOGZ,rs1003,-0.29891999999999996,-0.39121999999999996,-0.07476000000000001,-0.49011000000000005,0.057089999999999995,Y,Y,N,N,0.0,0.0,N,N,1,152
1346,LOGQ,rs1010,7.87,7.5819399999999995,8.04284,7.257860000000001,8.244489999999999,Y,Y,N,N,0.00079,2.9999999999999997e-05,N,N,1,124
1347,LOGZ,rs1010,0.26807,0.18236,0.28125,0.030719999999999997,inf,Y,Y,N,N,0.0,0.07412,N,N,1,238
1348,LOGQ,rs1014,7.59634,7.517119999999999,7.733169999999999,7.4379100000000005,7.8556,Y,Y,N,N,0.0,0.0,N,N,1,86
1349,LOGZ,rs1014,-0.56922,-0.65493,-0.43078,-0.72745,-0.30551,Y,Y,N,N,0.0,0.0,N,N,1,111
1350,LOGQ,rs1016,7.243460000000001,7.092230000000001,7.3730899999999995,6.9986,7.52433,Y,Y,N,N,0.01441,0.0,N,N,1,37
1351,LOGZ,rs1016,0.15599000000000002,0.030719999999999997,0.20214000000000001,-0.16706,0.24169000000000002,Y,Y,N,N,0.0,4e-05,N,N,1,221
1352,LOGQ,rs1017,7.4163,7.351489999999999,7.5891399999999996,7.28667,7.76198,Y,Y,N,N,0.0,0.0,N,N,1,61
1353,LOGZ,rs1017,-0.52307,-0.60878,-0.37803000000000003,-0.6813,-0.2198,Y,Y,N,N,0.0,0.0,N,N,1,118
1354,LOGQ,rs1020,7.301069999999999,7.20745,7.52433,7.10663,7.783580000000001,Y,Y,N,N,0.00027,0.0,N,N,1,45
1355,LOGZ,rs1020,-0.46374,-0.54945,-0.25277,-0.64175,-0.048389999999999996,Y,Y,N,N,0.0,0.0,N,N,1,127
1356,LOGQ,rs1021,7.149839999999999,7.09943,7.26507,7.04902,7.358689999999999,Y,Y,N,N,0.00014,0.0,N,N,1,24
1357,LOGZ,rs1021,-0.39781,-0.46374,-0.29891999999999996,-0.52967,-0.19343,Y,Y,N,N,0.0,0.0,N,N,1,137
1358,LOGQ,rs1028,7.157039999999999,7.08502,7.32988,7.0202100000000005,7.48112,Y,Y,N,N,0.00403,0.0,N,N,1,25
1359,LOGZ,rs1028,-0.28573000000000004,-0.35825,-0.14069,-0.43078,-0.022019999999999998,Y,Y,N,N,0.0,0.0,N,N,1,154
1360,LOGQ,rs1029,7.10663,7.05622,7.2290600000000005,7.00581,7.33708,Y,Y,N,N,0.0056700000000000006,0.0,N,N,1,18
1361,LOGZ,rs1029,-0.39781,-0.45715,-0.27914,-0.51648,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,137
1362,LOGQ,rs1030,7.20025,7.149839999999999,7.30828,7.09943,7.38749,Y,Y,N,N,0.0,0.0,N,N,2,31
1363,LOGZ,rs1030,-0.39781,-0.4967,-0.33188,-0.56263,-0.23958000000000002,Y,Y,N,N,0.0,0.0,N,N,1,137
1364,LOGQ,rs1031,7.20745,7.12823,7.53873,7.034610000000001,7.7979899999999995,Y,Y,N,N,0.00282,0.0,N,N,1,32
1365,LOGZ,rs1031,-0.37803000000000003,-0.44396,-0.09454,-0.52967,0.08347,Y,Y,N,N,0.0,0.0,N,N,1,140
1366,LOGQ,rs1032,7.33708,7.27227,7.574739999999999,7.17865,7.81239,Y,Y,N,N,0.0,0.0,N,N,1,50
1367,LOGZ,rs1032,-0.47033,-0.54285,-0.26595,-0.62197,-0.06817000000000001,Y,Y,N,N,0.0,0.0,N,N,1,126
1368,LOGQ,rs1034,7.28667,7.21465,7.48832,7.135439999999999,7.71877,Y,Y,N,N,0.0,0.0,N,N,1,43
1369,LOGZ,rs1034,-0.45055,-0.50989,-0.27255,-0.589,-0.08135,Y,Y,N,N,0.0,0.0,N,N,1,129
1370,LOGQ,rs1035,7.517119999999999,7.4307,7.689960000000001,7.351489999999999,7.826789999999999,Y,Y,N,N,0.0,0.0,N,N,1,75
1371,LOGZ,rs1035,-0.46374,-0.5362600000000001,-0.30551,-0.60878,-0.18025,Y,Y,N,N,0.0,0.0,N,N,1,127
1372,LOGQ,rs1038,7.10663,7.06342,7.17144,7.027410000000001,7.236260000000001,Y,Y,N,N,0.00078,0.0,N,N,1,18
1373,LOGZ,rs1038,-0.39781,-0.47033,-0.33848,-0.52967,-0.26595,Y,Y,N,N,0.0,0.0,N,N,1,137
1374,LOGQ,rs1040,7.142639999999999,7.08502,7.301069999999999,7.027410000000001,7.473910000000001,Y,Y,N,N,0.00201,0.0,N,N,1,23
1375,LOGZ,rs1040,-0.46374,-0.5362600000000001,-0.32529,-0.61537,-0.16047,Y,Y,N,N,0.0,0.0,N,N,1,127
1376,LOGQ,rs1041,7.4091,7.33708,7.574739999999999,7.26507,7.725969999999999,Y,Y,N,N,0.0,0.0,N,N,1,60
1377,LOGZ,rs1041,-0.39781,-0.5362600000000001,-0.3121,-0.62856,-0.17365,Y,Y,N,N,0.0,0.0,N,N,1,137
1378,LOGQ,rs1043,7.661160000000001,7.5819399999999995,7.8556,7.49552,8.02844,Y,Y,N,N,0.0,0.0,N,N,1,95
1379,LOGZ,rs1043,-0.60878,-0.6813,-0.43737,-0.76042,-0.27914,Y,Y,N,N,0.0,0.0,N,N,1,105
1380,LOGQ,rs1045,7.10663,7.04902,7.33708,6.9914,7.52433,Y,Y,N,N,0.02282,0.0,N,N,1,18
1381,LOGZ,rs1045,-0.23958000000000002,-0.3187,-0.061579999999999996,-0.39781,0.07687000000000001,Y,Y,N,N,0.0,1e-05,N,N,1,161
1382,LOGQ,rs1047,7.11383,7.07062,7.2290600000000005,7.0202100000000005,7.32988,Y,Y,N,N,0.0024,0.0,N,N,1,19
1383,LOGZ,rs1047,-0.39781,-0.45055,-0.28573000000000004,-0.50989,-0.18025,Y,Y,N,N,0.0,0.0,N,N,1,137
1384,LOGQ,rs1048,6.977,7.041810000000001,7.4091,6.9842,7.675560000000001,N,N,Y,N,0.035039999999999995,0.0,N,N,2,0
1385,LOGZ,rs1048,0.11642999999999999,-0.10113,0.19554000000000002,-0.29891999999999996,0.27466,Y,Y,N,N,0.0,0.0071200000000000005,N,N,1,215
1386,LOGQ,rs1050,7.20745,7.157039999999999,7.32268,7.10663,7.4163,Y,Y,N,N,0.0,0.0,N,N,2,32
1387,LOGZ,rs1050,-0.4967,-0.56263,-0.37803000000000003,-0.62856,-0.27255,Y,Y,N,N,0.0,0.0,N,N,1,122
1388,LOGQ,rs1052,7.07062,7.034610000000001,7.257860000000001,6.9914,7.4091,Y,Y,N,N,0.02252,0.0,N,N,1,13
1389,LOGZ,rs1052,-0.39121999999999996,-0.45715,-0.23299,-0.52307,-0.08795,Y,Y,N,N,0.0,0.0,N,N,2,138
1390,LOGQ,rs1053,7.466710000000001,7.4019,7.63955,7.32268,7.7979899999999995,Y,Y,N,N,0.0,0.0,N,N,1,68
1391,LOGZ,rs1053,-0.57582,-0.64175,-0.43078,-0.71427,-0.28573000000000004,Y,Y,N,N,0.0,0.0,N,N,1,110
1392,LOGQ,rs1054,7.34428,7.28667,7.53153,7.20745,7.790789999999999,Y,Y,N,N,0.0,0.0,N,N,1,51
1393,LOGZ,rs1054,-0.6813,-0.74064,-0.52967,-0.81316,-0.3187,Y,Y,N,N,0.0,0.0,N,N,1,94
1394,LOGQ,rs1055,7.20025,7.149839999999999,7.32988,7.092230000000001,7.4379100000000005,Y,Y,N,N,0.0,0.0,N,N,2,31
1395,LOGZ,rs1055,-0.4044,-0.49011000000000005,-0.30551,-0.55604,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,136
1396,LOGQ,rs1057,7.52433,7.301069999999999,7.69716,7.08502,7.8628,Y,Y,N,N,0.00263,0.0,N,N,1,76
1397,LOGZ,rs1057,0.24829,0.12302,0.26807,-0.048389999999999996,0.29444000000000004,Y,Y,N,N,0.0,0.02738,N,N,1,235
1398,LOGQ,rs1059,6.977,6.9986,7.243460000000001,-inf,7.466710000000001,N,Y,Y,N,0.08261,0.0,N,N,1,0
1399,LOGZ,rs1059,-0.1341,-0.23299,0.03732,-0.3187,0.16917000000000001,Y,Y,N,N,0.0,0.00025,N,N,1,177
1400,LOGQ,rs1060,7.70437,7.63235,7.8484,7.55313,7.95642,Y,Y,N,N,0.0,0.0,N,N,1,101
1401,LOGZ,rs1060,-0.5956,-0.6813,-0.46374,-0.7538199999999999,-0.34507,Y,Y,N,N,0.0,0.0,N,N,1,107
1402,LOGQ,rs1062,7.27227,7.10663,7.4091,6.9986,7.54593,Y,Y,N,N,0.01565,0.0,N,N,1,41
1403,LOGZ,rs1062,0.09665,-0.09454,0.12962,-0.25277,0.18236,Y,Y,N,N,0.0,0.0,N,N,1,212
1404,LOGQ,rs1065,7.09943,7.04902,7.26507,6.9986,7.4091,Y,Y,N,N,0.010209999999999999,0.0,N,N,1,17
1405,LOGZ,rs1065,-0.38463,-0.44396,-0.23958000000000002,-0.50989,-0.10113,Y,Y,N,N,0.0,0.0,N,N,1,139
1406,LOGQ,rs1068,7.034610000000001,7.05622,7.5819399999999995,6.9842,7.7979899999999995,N,Y,N,N,0.026410000000000003,0.0,N,N,1,8
1407,LOGZ,rs1068,-0.29233000000000003,-0.33848,0.11642999999999999,-0.44396,0.21531999999999998,Y,Y,N,N,0.0,0.00029,N,N,2,153
1408,LOGQ,rs1070,7.31548,7.26507,7.5819399999999995,7.18585,7.75478,Y,Y,N,N,0.0,0.0,N,N,1,47
1409,LOGZ,rs1070,-0.48352,-0.54285,-0.27914,-0.61537,-0.12090999999999999,Y,Y,N,N,0.0,0.0,N,N,1,124
1410,LOGQ,rs1072,7.07062,7.027410000000001,7.21465,6.9842,7.33708,Y,Y,N,N,0.02567,0.0,N,N,1,13
1411,LOGZ,rs1072,-0.35825,-0.42418,-0.2198,-0.49011000000000005,-0.10113,Y,Y,N,N,0.0,0.0,N,N,1,143
1412,LOGQ,rs1073,6.9986,6.9986,7.18585,-inf,7.3730899999999995,Y,Y,N,N,0.08603999999999999,0.0,N,N,1,3
1413,LOGZ,rs1073,-0.36485,-0.45055,-0.19343,-0.54945,-0.015430000000000001,Y,Y,N,N,0.0,2.9999999999999997e-05,N,N,1,142
1414,LOGQ,rs1074,7.32268,7.257860000000001,7.459510000000001,7.18585,7.5891399999999996,Y,Y,N,N,0.0,0.0,N,N,1,48
1415,LOGZ,rs1074,-0.43078,-0.5033,-0.30551,-0.57582,-0.18025,Y,Y,N,N,0.0,0.0,N,N,1,132
1416,LOGQ,rs1076,7.034610000000001,7.041810000000001,7.3947,6.9842,7.54593,N,Y,N,N,0.031160000000000004,0.0,N,N,1,8
1417,LOGZ,rs1076,0.057089999999999995,-0.2198,0.10984000000000001,-0.33188,0.19554000000000002,Y,Y,N,N,0.0,4e-05,N,N,1,206
1418,LOGQ,rs1078,7.027410000000001,7.027410000000001,7.34428,6.9842,7.56033,Y,Y,N,N,0.04258,0.0,N,N,1,7
1419,LOGZ,rs1078,-0.30551,-0.38463,-0.022019999999999998,-0.47693,0.13621,Y,Y,N,N,0.0,0.0001,N,N,1,151
1420,LOGQ,rs1079,7.2290600000000005,7.092230000000001,7.52433,6.9914,7.70437,Y,Y,N,N,0.01835,0.0,N,N,1,35
1421,LOGZ,rs1079,0.10324000000000001,-0.18025,0.14939000000000002,-0.30551,0.22191999999999998,Y,Y,N,N,0.0,2e-05,N,N,1,213
1422,LOGQ,rs1080,6.977,7.00581,7.358689999999999,-inf,7.63235,N,Y,Y,N,0.06772,0.0,N,N,1,0
1423,LOGZ,rs1080,-0.28573000000000004,-0.34507,0.03732,-0.43078,0.19554000000000002,Y,Y,N,N,0.0,5e-05,N,N,1,154
1424,LOGQ,rs1081,7.19305,7.12103,7.32988,7.05622,7.4379100000000005,Y,Y,N,N,0.0002,0.0,N,N,1,30
1425,LOGZ,rs1081,-0.30551,-0.37803000000000003,-0.17365,-0.44396,-0.08135,Y,Y,N,N,0.0,0.0,N,N,1,151
1426,LOGQ,rs1082,7.243460000000001,7.08502,7.358689999999999,6.9986,7.473910000000001,Y,Y,N,N,0.015,0.0,N,N,1,37
1427,LOGZ,rs1082,0.01754,-0.16047,0.06369,-0.26595,0.12302,Y,Y,N,N,0.0,0.0,N,N,1,200
1428,LOGQ,rs1083,7.10663,7.08502,7.56033,7.00581,7.76198,Y,Y,N,N,0.006540000000000001,0.0,N,N,2,18
1429,LOGZ,rs1083,-0.45055,-0.47693,-0.08135,-0.55604,0.07687000000000001,Y,Y,N,N,0.0,0.0,N,N,1,129
1430,LOGQ,rs1084,7.04902,7.0202100000000005,7.19305,6.9842,7.30828,Y,Y,N,N,0.03925,0.0,N,N,1,10
1431,LOGZ,rs1084,-0.37144,-0.43737,-0.23958000000000002,-0.4967,-0.1275,Y,Y,N,N,0.0,0.0,N,N,1,141
1432,LOGQ,rs1087,6.977,6.9914,7.18585,-inf,7.34428,N,Y,Y,N,0.10977999999999999,0.0,N,N,1,0
1433,LOGZ,rs1087,-0.28573000000000004,-0.35166,-0.09454,-0.43737,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,154
1434,LOGQ,rs1091,7.53873,7.243460000000001,7.63235,7.07062,7.75478,Y,Y,N,N,0.0009400000000000001,0.0,N,N,1,78
1435,LOGZ,rs1091,0.024130000000000002,-0.23958000000000002,0.0505,-0.37144,0.10984000000000001,Y,Y,N,N,0.0,0.0,N,N,1,201
1436,LOGQ,rs1098,7.243460000000001,7.1642399999999995,7.358689999999999,7.09943,7.48112,Y,Y,N,N,0.0,0.0,N,N,1,37
1437,LOGZ,rs1098,-0.4044,-0.48352,-0.29891999999999996,-0.54945,-0.18025,Y,Y,N,N,0.0,0.0,N,N,1,136
1438,LOGQ,rs1100,7.22186,7.07782,7.4091,6.9986,7.56033,Y,Y,N,N,0.011290000000000001,0.0,N,N,1,34
1439,LOGZ,rs1100,-0.29233000000000003,-0.36485,-0.06817000000000001,-0.45055,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,153
1440,LOGQ,rs1102,7.21465,7.09943,7.34428,7.00581,7.473910000000001,Y,Y,N,N,0.00995,0.0,N,N,1,33
1441,LOGZ,rs1102,0.22851,0.14939000000000002,0.25488,0.0505,0.28125,Y,Y,N,N,0.0,0.008,N,N,1,232
1442,LOGQ,rs1103,7.74758,7.64675,8.006839999999999,7.53153,8.17247,Y,Y,N,N,0.0,0.0,N,N,1,107
1443,LOGZ,rs1103,-0.57582,-0.64175,-0.35166,-0.7208600000000001,-0.20002999999999999,Y,Y,N,N,0.0,0.0,N,N,1,110
1444,LOGQ,rs1104,6.9914,6.9986,7.19305,-inf,7.38029,N,Y,Y,N,0.08728999999999999,0.0,N,N,1,2
1445,LOGZ,rs1104,-0.30551,-0.38463,-0.15388,-0.46374,0.01095,Y,Y,N,N,0.0,0.0,N,N,1,151
1446,LOGQ,rs1105,7.1642399999999995,7.11383,7.27947,7.06342,7.3730899999999995,Y,Y,N,N,5.9999999999999995e-05,0.0,N,N,1,26
1447,LOGZ,rs1105,-0.39781,-0.47693,-0.33188,-0.54285,-0.23958000000000002,Y,Y,N,N,0.0,0.0,N,N,1,137
1448,LOGQ,rs1108,7.17865,7.12823,7.31548,7.07062,7.452310000000001,Y,Y,N,N,2.9999999999999997e-05,0.0,N,N,1,28
1449,LOGZ,rs1108,-0.51648,-0.57582,-0.37803000000000003,-0.6483399999999999,-0.2264,Y,Y,N,N,0.0,0.0,N,N,1,119
1450,LOGQ,rs1109,7.2290600000000005,7.092230000000001,7.4235,6.9914,7.5891399999999996,Y,Y,N,N,0.01926,0.0,N,N,2,35
1451,LOGZ,rs1109,0.10324000000000001,-0.09454,0.14939000000000002,-0.26595,0.21531999999999998,Y,Y,N,N,0.0,5.9999999999999995e-05,N,N,1,213
1452,LOGQ,rs1110,6.977,6.9986,7.2290600000000005,-inf,7.3730899999999995,N,Y,Y,N,0.08306000000000001,0.0,N,N,1,0
1453,LOGZ,rs1110,-0.28573000000000004,-0.35166,-0.06817000000000001,-0.43737,0.0505,Y,Y,N,N,0.0,0.0,N,N,1,154
1454,LOGQ,rs1113,7.351489999999999,7.27227,7.55313,7.17865,7.8628,Y,Y,N,N,1e-05,1e-05,N,N,1,52
1455,LOGZ,rs1113,-0.6879,-0.7670100000000001,-0.51648,-0.85272,-0.24618,Y,Y,N,N,0.0,0.0,N,N,1,93
1456,LOGQ,rs1114,6.977,7.07782,7.517119999999999,6.9842,7.69716,N,N,Y,N,0.02655,0.0,N,N,2,0
1457,LOGZ,rs1114,0.10324000000000001,-0.23958000000000002,0.13621,-0.37803000000000003,0.21531999999999998,Y,Y,N,N,0.0,1e-05,N,N,2,213
1458,LOGQ,rs1117,7.18585,7.135439999999999,7.32268,7.07782,7.4307,Y,Y,N,N,1e-05,0.0,N,N,1,29
1459,LOGZ,rs1117,-0.43078,-0.4967,-0.3121,-0.56922,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,132
1460,LOGQ,rs1118,7.09943,7.034610000000001,7.257860000000001,6.9842,7.38749,Y,Y,N,N,0.02988,0.0,N,N,1,17
1461,LOGZ,rs1118,-0.08795,-0.18684,0.00435,-0.26595,0.08347,Y,Y,N,N,0.0,0.0,N,N,1,184
1462,LOGQ,rs1119,7.243460000000001,7.19305,7.661160000000001,7.11383,7.891610000000001,Y,Y,N,N,0.0,0.0,N,N,1,37
1463,LOGZ,rs1119,-0.50989,-0.55604,-0.10113,-0.63515,0.07687000000000001,Y,Y,N,N,0.0,0.0,N,N,2,120
1464,LOGQ,rs1120,7.53873,7.26507,7.69716,7.05622,7.8556,Y,Y,N,N,0.0040100000000000005,0.0,N,N,1,78
1465,LOGZ,rs1120,0.26807,0.13621,0.28125,-0.061579999999999996,inf,Y,Y,N,N,0.0,0.07961,N,N,1,238
1466,LOGQ,rs1121,7.236260000000001,7.092230000000001,7.358689999999999,6.9986,7.50272,Y,Y,N,N,0.014969999999999999,0.0,N,N,1,36
1467,LOGZ,rs1121,0.14939000000000002,0.01754,0.18895,-0.18025,0.22851,Y,Y,N,N,0.0,0.0,N,N,1,220
1468,LOGQ,rs1122,7.2290600000000005,7.07782,7.459510000000001,6.9914,7.64675,Y,Y,N,N,0.021240000000000002,0.0,N,N,2,35
1469,LOGZ,rs1122,0.11642999999999999,-0.08135,0.18895,-0.25936,0.25488,Y,Y,N,N,0.0,0.00115,N,N,1,215
1470,LOGQ,rs1124,7.11383,7.06342,7.4019,6.9914,7.661160000000001,Y,Y,N,N,0.0168,0.0,N,N,1,19
1471,LOGZ,rs1124,-0.37144,-0.43737,-0.11432,-0.52307,0.08347,Y,Y,N,N,0.0,2e-05,N,N,1,141
1472,LOGQ,rs1125,7.034610000000001,7.01301,7.22186,6.9842,7.38749,Y,Y,N,N,0.05143,0.0,N,N,1,8
1473,LOGZ,rs1125,-0.29233000000000003,-0.35825,-0.14069,-0.43737,-0.00224,Y,Y,N,N,0.0,0.0,N,N,1,153
1474,LOGQ,rs1126,7.26507,7.19305,7.38029,7.12823,7.49552,Y,Y,N,N,0.0,0.0,N,N,1,40
1475,LOGZ,rs1126,-0.411,-0.49011000000000005,-0.29891999999999996,-0.56263,-0.18025,Y,Y,N,N,0.0,0.0,N,N,1,135
1476,LOGQ,rs1128,7.50272,7.4235,7.668360000000001,7.34428,7.80519,Y,Y,N,N,0.0,0.0,N,N,1,73
1477,LOGZ,rs1128,-0.4967,-0.56922,-0.35166,-0.63515,-0.2198,Y,Y,N,N,0.0,0.0,N,N,1,122
1478,LOGQ,rs1131,7.20745,7.07782,7.32988,6.9914,7.466710000000001,Y,Y,N,N,0.01651,0.0,N,N,1,32
1479,LOGZ,rs1131,0.15599000000000002,0.0505,0.20214000000000001,-0.08135,0.24169000000000002,Y,Y,N,N,0.0,7e-05,N,N,1,221
1480,LOGQ,rs1132,7.365889999999999,7.301069999999999,7.5675300000000005,7.20745,7.783580000000001,Y,Y,N,N,0.0,0.0,N,N,1,54
1481,LOGZ,rs1132,-0.50989,-0.57582,-0.3187,-0.66152,-0.1341,Y,Y,N,N,0.0,0.0,N,N,1,120
1482,LOGQ,rs1135,7.20025,7.135439999999999,7.48832,7.05622,7.75478,Y,Y,N,N,0.00085,0.0,N,N,1,31
1483,LOGZ,rs1135,-0.44396,-0.51648,-0.16047,-0.60878,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,130
1484,LOGQ,rs1137,7.157039999999999,7.07782,7.34428,7.00581,7.48112,Y,Y,N,N,0.006370000000000001,0.0,N,N,1,25
1485,LOGZ,rs1137,-0.3121,-0.38463,-0.14069,-0.45715,-0.022019999999999998,Y,Y,N,N,0.0,0.0,N,N,1,150
1486,LOGQ,rs1142,7.142639999999999,7.08502,7.32988,7.027410000000001,7.53153,Y,Y,N,N,0.0021899999999999997,0.0,N,N,1,23
1487,LOGZ,rs1142,-0.411,-0.47693,-0.23958000000000002,-0.54945,-0.054979999999999994,Y,Y,N,N,0.0,0.0,N,N,1,135
1488,LOGQ,rs1143,7.17865,7.12823,7.28667,7.07782,7.38029,Y,Y,N,N,0.0,0.0,N,N,1,28
1489,LOGZ,rs1143,-0.43737,-0.52307,-0.35166,-0.589,-0.25277,Y,Y,N,N,0.0,0.0,N,N,1,131
1490,LOGQ,rs1145,7.301069999999999,7.17144,7.53873,7.04902,7.689960000000001,Y,Y,N,N,0.00198,0.0,N,N,1,45
1491,LOGZ,rs1145,-0.19343,-0.29233000000000003,0.00435,-0.38463,0.10984000000000001,Y,Y,N,N,0.0,0.0,N,N,1,168
1492,LOGQ,rs1146,7.682760000000001,7.351489999999999,7.8412,7.07062,8.02844,Y,Y,N,N,0.00367,0.0,N,N,2,98
1493,LOGZ,rs1146,0.26807,0.12962,0.28125,-0.11432,inf,Y,Y,N,N,0.0,0.0748,N,N,1,238
1494,LOGQ,rs1147,7.20745,7.142639999999999,7.4235,7.06342,7.682760000000001,Y,Y,N,N,0.00047000000000000004,0.0,N,N,1,32
1495,LOGZ,rs1147,-0.48352,-0.55604,-0.27255,-0.63515,-0.028610000000000003,Y,Y,N,N,0.0,0.0,N,N,1,124
1496,LOGQ,rs1149,7.30828,7.243460000000001,7.52433,7.1642399999999995,7.834,Y,Y,N,N,0.0,0.0,N,N,1,46
1497,LOGZ,rs1149,-0.5956,-0.65493,-0.39781,-0.72745,-0.08135,Y,Y,N,N,0.0,0.0,N,N,1,107
1498,LOGQ,rs1151,7.01301,7.027410000000001,7.452310000000001,6.9842,7.70437,N,Y,N,N,0.042960000000000005,0.0,N,N,1,5
1499,LOGZ,rs1151,-0.34507,-0.411,0.043910000000000005,-0.50989,0.18895,Y,Y,N,N,0.0,0.00049,N,N,2,145
1500,LOGQ,rs1154,7.10663,7.05622,7.31548,6.9986,7.459510000000001,Y,Y,N,N,0.0146,0.0,N,N,1,18
1501,LOGZ,rs1154,-0.32529,-0.39121999999999996,-0.14728,-0.46374,-0.028610000000000003,Y,Y,N,N,0.0,0.0,N,N,1,148
1502,LOGQ,rs1156,7.26507,7.18585,7.38749,7.12103,7.50992,Y,Y,N,N,0.0,0.0,N,N,1,40
1503,LOGZ,rs1156,-0.41758999999999996,-0.4967,-0.29233000000000003,-0.56263,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,134
1504,LOGQ,rs1157,7.20025,7.149839999999999,7.33708,7.08502,7.452310000000001,Y,Y,N,N,0.0,0.0,N,N,1,31
1505,LOGZ,rs1157,-0.4044,-0.48352,-0.29233000000000003,-0.54945,-0.17365,Y,Y,N,N,0.0,0.0,N,N,1,136
1506,LOGQ,rs1159,7.250660000000001,7.17144,7.358689999999999,7.11383,7.466710000000001,Y,Y,N,N,0.0,0.0,N,N,1,38
1507,LOGZ,rs1159,-0.43078,-0.5033,-0.3187,-0.57582,-0.20002999999999999,Y,Y,N,N,0.0,0.0,N,N,1,132
1508,LOGQ,rs1163,7.31548,7.27227,7.65395,7.18585,7.826789999999999,Y,Y,N,N,0.0,0.0,N,N,1,47
1509,LOGZ,rs1163,-0.47693,-0.52967,-0.2198,-0.60219,-0.06817000000000001,Y,Y,N,N,0.0,0.0,N,N,1,125
1510,LOGQ,rs1164,7.358689999999999,7.301069999999999,7.49552,7.2290600000000005,7.64675,Y,Y,N,N,0.0,0.0,N,N,1,53
1511,LOGZ,rs1164,-0.6944899999999999,-0.7538199999999999,-0.52967,-0.82635,-0.37803000000000003,Y,Y,N,N,0.0,0.0,N,N,1,92
1512,LOGQ,rs1165,7.33708,7.243460000000001,7.52433,7.135439999999999,7.675560000000001,Y,Y,N,N,7e-05,0.0,N,N,1,50
1513,LOGZ,rs1165,-0.35825,-0.42418,-0.17365,-0.50989,-0.048389999999999996,Y,Y,N,N,0.0,0.0,N,N,1,143
1514,LOGQ,rs1169,7.027410000000001,7.01301,7.20025,-inf,7.30828,Y,Y,N,N,0.05911,0.0,N,N,1,7
1515,LOGZ,rs1169,-0.25277,-0.32529,-0.12090999999999999,-0.39781,-0.028610000000000003,Y,Y,N,N,0.0,0.0,N,N,1,159
1516,LOGQ,rs1170,7.06342,7.027410000000001,7.26507,6.9842,7.445110000000001,Y,Y,N,N,0.027010000000000003,0.0,N,N,1,12
1517,LOGZ,rs1170,-0.38463,-0.44396,-0.20002999999999999,-0.51648,-0.028610000000000003,Y,Y,N,N,0.0,0.0,N,N,1,139
1518,LOGQ,rs1171,7.06342,7.04902,7.445110000000001,6.9914,7.61074,Y,Y,N,N,0.02041,0.0,N,N,1,12
1519,LOGZ,rs1171,-0.37144,-0.43078,-0.061579999999999996,-0.50989,0.07028,Y,Y,N,N,0.0,0.0,N,N,2,141
1520,LOGQ,rs1172,7.38029,7.32268,7.49552,7.27227,7.60354,Y,Y,N,N,0.0,0.0,N,N,1,56
1521,LOGZ,rs1172,-0.52307,-0.5956,-0.4044,-0.6681199999999999,-0.29891999999999996,Y,Y,N,N,0.0,0.0,N,N,1,118
1522,LOGQ,rs1178,7.06342,7.027410000000001,7.26507,6.9842,7.3947,Y,Y,N,N,0.03152,0.0,N,N,1,12
1523,LOGZ,rs1178,-0.29233000000000003,-0.36485,-0.1341,-0.43737,-0.028610000000000003,Y,Y,N,N,0.0,0.0,N,N,1,153
1524,LOGQ,rs1179,7.2290600000000005,7.149839999999999,7.4163,7.07782,7.5675300000000005,Y,Y,N,N,2e-05,0.0,N,N,1,35
1525,LOGZ,rs1179,-0.43078,-0.48352,-0.24618,-0.54945,-0.10772999999999999,Y,Y,N,N,0.0,0.0,N,N,1,132
1526,LOGQ,rs1182,6.977,6.9914,7.1642399999999995,-inf,7.301069999999999,N,Y,Y,N,0.11649000000000001,0.0,N,N,1,0
1527,LOGZ,rs1182,-0.27914,-0.34507,-0.10772999999999999,-0.42418,0.01095,Y,Y,N,N,0.0,0.0,N,N,1,155
1528,LOGQ,rs1183,7.01301,7.027410000000001,7.38749,6.9842,7.61795,N,Y,N,N,0.03928,0.0,N,N,1,5
1529,LOGZ,rs1183,-0.19343,-0.25277,0.07028,-0.35166,0.18895,Y,Y,N,N,0.0,1e-05,N,N,2,168
1530,LOGQ,rs1184,7.28667,7.22186,7.452310000000001,7.149839999999999,7.61795,Y,Y,N,N,0.0,0.0,N,N,1,43
1531,LOGZ,rs1184,-0.48352,-0.54945,-0.32529,-0.61537,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,124
